dma_code,baseline_month,current_avg_mnf,baseline_avg_mnf,mnf_delta_pct,mnf_delta_abs,mnf_color,current_avg_daily_total,baseline_avg_daily_total,inflow_delta_pct,inflow_delta_abs,inflow_color,n_valid_days_current,n_valid_days_baseline,current_window_start,current_window_end,generated_at
DM-05-04-06-02,custom_60d,63.925,61.378,4.15,2.55,green,2651.51,2559.15,3.61,92.36,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-06-03,custom_60d,42.101,34.676,21.41,7.42,red,1598.66,1396.7,14.46,201.96,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-06-04,custom_60d,,,,,gray,1312.27,1325.24,-0.98,-12.97,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-07-01,custom_60d,,,,,gray,4695.99,4686.64,0.2,9.35,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-07-02,custom_60d,68.691,67.051,2.45,1.64,green,2831.09,2751.78,2.88,79.31,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-08-01,custom_60d,128.188,85.974,49.1,42.21,red,2923.14,2869.32,1.88,53.82,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-08-02,custom_60d,92.183,67.914,35.73,24.27,red,3873.81,3041.83,27.35,831.98,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-09-01,custom_60d,34.363,34.903,-1.55,-0.54,green,1459.38,1431.61,1.94,27.77,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-10-01,custom_60d,61.252,61.914,-1.07,-0.66,green,2622.61,2616.55,0.23,6.06,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-10-02,custom_60d,,,,,gray,1539.08,1649.83,-6.71,-110.75,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-10-03,custom_60d,29.803,30.34,-1.77,-0.54,green,1363.53,1379.0,-1.12,-15.47,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-10-04,custom_60d,,,,,gray,2494.23,2450.52,1.78,43.71,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-04-11-01,custom_60d,32.742,31.892,2.67,0.85,green,1332.6,1286.15,3.61,46.45,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-01-01,custom_60d,229.422,242.96,-5.57,-13.54,green,9642.06,9719.41,-0.8,-77.35,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-02-02,custom_60d,60.066,54.552,10.11,5.51,yellow,2441.81,2594.56,-5.89,-152.75,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-02-03,custom_60d,106.096,120.729,-12.12,-14.63,green,5551.92,5631.01,-1.4,-79.09,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-03-01,custom_60d,,,,,gray,1661.08,1655.81,0.32,5.27,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-04-01,custom_60d,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-04-02,custom_60d,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-05-01,custom_60d,47.073,12.059,290.36,35.01,red,2170.68,577.97,275.57,1592.71,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-06-01,custom_60d,32.72,32.708,0.04,0.01,green,1604.29,1611.33,-0.44,-7.04,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-07-01,custom_60d,70.484,61.936,13.8,8.55,yellow,2890.05,2897.64,-0.26,-7.59,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-07-02,custom_60d,46.346,107.522,-56.9,-61.18,green,2630.59,2748.41,-4.29,-117.82,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-08-01,custom_60d,191.302,134.186,42.56,57.12,red,4087.05,4199.35,-2.67,-112.3,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-08-02,custom_60d,86.105,25.936,231.99,60.17,red,3849.75,1102.33,249.24,2747.42,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-09-01,custom_60d,61.745,68.434,-9.77,-6.69,green,2582.27,2728.42,-5.36,-146.15,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-09-02,custom_60d,,,,,gray,1694.64,1725.03,-1.76,-30.39,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-09-03,custom_60d,38.151,37.878,0.72,0.27,green,1543.24,1593.17,-3.13,-49.93,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-09-04,custom_60d,56.237,57.012,-1.36,-0.77,green,2159.77,2188.12,-1.3,-28.35,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-10-01,custom_60d,50.873,55.484,-8.31,-4.61,green,2039.55,2159.54,-5.56,-119.99,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-11-01,custom_60d,48.288,36.103,33.75,12.18,red,2369.86,1695.35,39.79,674.51,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-12-01,custom_60d,57.003,56.349,1.16,0.65,green,2486.53,2490.17,-0.15,-3.64,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-12-02,custom_60d,34.244,33.048,3.62,1.2,green,1442.85,1413.64,2.07,29.21,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-12-03,custom_60d,72.737,72.742,-0.01,-0.01,green,3200.91,3212.84,-0.37,-11.93,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-13-01,custom_60d,44.194,49.311,-10.38,-5.12,green,2120.43,2195.15,-3.4,-74.72,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-14-01,custom_60d,26.476,34.911,-24.16,-8.44,green,1578.6,1762.14,-10.42,-183.54,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-05-05-14-02,custom_60d,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-01-01,custom_60d,59.436,58.223,2.08,1.21,green,2264.39,2311.41,-2.03,-47.02,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-02-01,custom_60d,62.536,65.899,-5.1,-3.36,green,1888.99,1918.49,-1.54,-29.5,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-02-02,custom_60d,37.419,35.35,5.85,2.07,yellow,1338.42,1321.87,1.25,16.55,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-03-01,custom_60d,,,,,gray,1079.53,1172.04,-7.89,-92.51,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-03-02,custom_60d,22.944,23.103,-0.69,-0.16,green,898.87,956.22,-6.0,-57.35,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-03-03,custom_60d,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-03-04,custom_60d,34.187,34.323,-0.4,-0.14,green,1410.84,1426.09,-1.07,-15.25,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-03-05,custom_60d,54.656,54.935,-0.51,-0.28,green,2046.16,2049.05,-0.14,-2.89,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-04-01,custom_60d,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-04-02,custom_60d,26.334,25.536,3.12,0.8,green,1021.4,998.65,2.28,22.75,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-04-03,custom_60d,55.187,47.794,15.47,7.39,yellow,2089.55,1890.62,10.52,198.93,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-05-01,custom_60d,60.478,53.715,12.59,6.76,yellow,2232.01,2033.22,9.78,198.79,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-05-03,custom_60d,92.126,94.219,-2.22,-2.09,green,3593.6,3731.33,-3.69,-137.73,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-05-04,custom_60d,76.956,76.574,0.5,0.38,green,2735.04,2720.52,0.53,14.52,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-06-01,custom_60d,84.545,89.742,-5.79,-5.2,green,2900.69,3033.72,-4.39,-133.03,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-01-06-02,custom_60d,17.718,17.927,-1.17,-0.21,green,798.86,777.42,2.76,21.44,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-01-01,custom_60d,8.196,8.177,0.23,0.02,green,428.32,414.72,3.28,13.6,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-01-02,custom_60d,78.132,145.591,-46.33,-67.46,green,2710.7,4737.95,-42.79,-2027.25,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-02-01,custom_60d,91.526,91.907,-0.41,-0.38,green,3590.62,3557.95,0.92,32.67,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-03-01,custom_60d,73.188,75.216,-2.7,-2.03,green,2773.92,2863.28,-3.12,-89.36,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-03-02,custom_60d,19.681,20.121,-2.19,-0.44,green,683.05,694.84,-1.7,-11.79,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-03-03,custom_60d,108.912,107.158,1.64,1.75,green,3642.95,3728.44,-2.29,-85.49,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-04-01,custom_60d,42.522,42.42,0.24,0.1,green,1584.82,1594.35,-0.6,-9.53,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-04-02,custom_60d,78.352,78.723,-0.47,-0.37,green,2539.13,2569.51,-1.18,-30.38,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-05-01,custom_60d,68.218,82.634,-17.45,-14.42,green,2233.85,2678.94,-16.61,-445.09,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-05-02,custom_60d,,,,,gray,673.64,682.15,-1.25,-8.51,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-06-01,custom_60d,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-06-02,custom_60d,26.631,15.833,68.2,10.8,red,1120.64,677.23,65.47,443.41,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-07-01,custom_60d,14.579,18.455,-21.0,-3.88,green,719.7,860.09,-16.32,-140.39,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-07-02,custom_60d,53.381,78.122,-31.67,-24.74,green,2177.29,2962.34,-26.5,-785.05,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-02-07-03,custom_60d,95.549,92.902,2.85,2.65,green,3241.94,3204.73,1.16,37.21,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-01-01,custom_60d,49.467,46.806,5.69,2.66,yellow,2112.11,2121.12,-0.42,-9.01,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-02-01,custom_60d,,,,,gray,2476.88,2421.26,2.3,55.62,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-02-02,custom_60d,100.135,101.286,-1.14,-1.15,green,3777.92,3855.3,-2.01,-77.38,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-03-01,custom_60d,24.29,22.575,7.6,1.71,yellow,1004.4,951.23,5.59,53.17,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-03-02,custom_60d,51.019,50.041,1.95,0.98,green,1991.48,1952.1,2.02,39.38,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-03-03,custom_60d,45.003,45.778,-1.69,-0.77,green,1881.08,1864.11,0.91,16.97,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-04-01,custom_60d,40.911,38.699,5.72,2.21,yellow,1658.09,1603.88,3.38,54.21,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-04-02,custom_60d,71.484,71.142,0.48,0.34,green,2776.05,2840.49,-2.27,-64.44,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-05-01,custom_60d,,,,,gray,874.12,857.28,1.96,16.84,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-06-01,custom_60d,42.218,25.271,67.06,16.95,red,1704.41,1018.25,67.39,686.16,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-06-02,custom_60d,34.93,42.926,-18.63,-8.0,green,1892.9,1843.02,2.71,49.88,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-07-01,custom_60d,49.767,52.294,-4.83,-2.53,green,1803.97,1846.04,-2.28,-42.07,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-08-01,custom_60d,69.215,29.231,136.79,39.98,red,2347.63,1255.67,86.96,1091.96,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-03-08-03,custom_60d,65.099,63.437,2.62,1.66,green,2694.05,2623.29,2.7,70.76,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-01-01,custom_60d,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-01-02,custom_60d,183.081,182.161,0.51,0.92,green,6332.62,6455.56,-1.9,-122.94,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-01-03,custom_60d,54.856,50.928,7.71,3.93,yellow,2214.22,2244.05,-1.33,-29.83,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-01-04,custom_60d,35.631,26.365,35.15,9.27,red,777.62,807.69,-3.72,-30.07,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-02-01,custom_60d,68.978,76.418,-9.74,-7.44,green,2398.37,2428.26,-1.23,-29.89,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-02-03,custom_60d,28.982,18.93,53.1,10.05,red,676.04,475.89,42.06,200.15,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-03-01,custom_60d,0.0,0.0,,,gray,0.0,0.01,-100.0,-0.01,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-03-02,custom_60d,136.048,136.029,0.01,0.02,green,5016.98,5033.69,-0.33,-16.71,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-04-02,custom_60d,103.372,103.122,0.24,0.25,green,3774.2,3667.09,2.92,107.11,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-04-03,custom_60d,160.828,154.376,4.18,6.45,green,5320.48,5246.64,1.41,73.84,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-04-04,custom_60d,54.727,49.315,10.97,5.41,yellow,1857.0,1840.13,0.92,16.87,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-05-01,custom_60d,19.112,20.701,-7.68,-1.59,green,777.34,816.73,-4.82,-39.39,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-05-02,custom_60d,150.023,149.412,0.41,0.61,green,7127.05,7000.94,1.8,126.11,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-05-03,custom_60d,43.714,60.301,-27.51,-16.59,green,1712.71,1612.94,6.19,99.77,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-05-04,custom_60d,725.09,725.09,0.0,0.0,green,17398.58,17401.73,-0.02,-3.15,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-06-01,custom_60d,28.687,28.068,2.21,0.62,green,1788.35,1798.78,-0.58,-10.43,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-06-03,custom_60d,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-06-04,custom_60d,0.0,8.545,-100.0,-8.54,green,106.56,678.03,-84.28,-571.47,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-06-05,custom_60d,36.667,45.123,-18.74,-8.46,green,1902.87,1892.91,0.53,9.96,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-06-06,custom_60d,117.39,118.019,-0.53,-0.63,green,5329.45,5349.49,-0.37,-20.04,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-07-01,custom_60d,105.797,100.934,4.82,4.86,green,4502.8,4529.32,-0.59,-26.52,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-07-02,custom_60d,102.95,119.121,-13.58,-16.17,green,4438.58,4511.55,-1.62,-72.97,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-07-03,custom_60d,141.025,148.269,-4.89,-7.24,green,4885.64,4951.46,-1.33,-65.82,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-08-01,custom_60d,74.62,81.33,-8.25,-6.71,green,3821.97,4024.62,-5.04,-202.65,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-08-02,custom_60d,,,,,gray,3453.19,3166.86,9.04,286.33,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-04-08-03,custom_60d,,,,,gray,6551.55,6397.48,2.41,154.07,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-01-01,custom_60d,68.116,63.064,8.01,5.05,yellow,2043.02,2004.58,1.92,38.44,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-01-02,custom_60d,38.333,38.032,0.79,0.3,green,1753.08,1726.84,1.52,26.24,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-01-03,custom_60d,35.326,35.343,-0.05,-0.02,green,1223.54,1223.55,-0.0,-0.01,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-02-01,custom_60d,46.973,44.757,4.95,2.22,green,1683.91,1571.01,7.19,112.9,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-02-02,custom_60d,,,,,gray,646.9,697.8,-7.29,-50.9,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-03-01,custom_60d,76.632,69.671,9.99,6.96,yellow,2944.96,2877.01,2.36,67.95,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-03-02,custom_60d,67.429,63.496,6.19,3.93,yellow,2672.87,2597.89,2.89,74.98,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-03-03,custom_60d,,,,,gray,3882.17,3719.22,4.38,162.95,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-04-01,custom_60d,,,,,gray,661.81,723.01,-8.46,-61.2,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-04-02,custom_60d,,,,,gray,1399.17,1372.74,1.93,26.43,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-05-01,custom_60d,0.001,0.02,-95.0,-0.02,green,3.52,2.52,39.68,1.0,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-05-02,custom_60d,185.818,128.709,44.37,57.11,red,3824.37,3716.55,2.9,107.82,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-05-03,custom_60d,,,,,gray,3746.48,3736.96,0.25,9.52,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-06-01,custom_60d,76.926,65.715,17.06,11.21,yellow,2839.89,2630.17,7.97,209.72,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-07-01,custom_60d,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-07-02,custom_60d,29.653,30.273,-2.05,-0.62,green,1275.43,1285.8,-0.81,-10.37,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-08-01,custom_60d,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-09-01,custom_60d,65.211,62.322,4.64,2.89,green,2706.43,2633.43,2.77,73.0,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-09-02,custom_60d,124.604,139.724,-10.82,-15.12,green,4068.48,4424.67,-8.05,-356.19,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-09-03,custom_60d,63.014,65.002,-3.06,-1.99,green,2536.02,2543.74,-0.3,-7.72,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-10-01,custom_60d,6.958,6.682,4.13,0.28,green,269.03,262.03,2.67,7.0,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-10-02,custom_60d,93.131,91.71,1.55,1.42,green,3317.52,3250.43,2.06,67.09,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-05-10-03,custom_60d,35.092,34.436,1.9,0.66,green,1667.81,1568.51,6.33,99.3,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-01-01,custom_60d,136.21,68.732,98.18,67.48,red,5470.51,2931.89,86.59,2538.62,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-01-02,custom_60d,98.323,112.4,-12.52,-14.08,green,4252.54,4509.23,-5.69,-256.69,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-01-03,custom_60d,69.341,73.202,-5.27,-3.86,green,2850.5,2925.63,-2.57,-75.13,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-02-01,custom_60d,32.784,24.637,33.07,8.15,red,1817.95,1315.58,38.19,502.37,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-02-02,custom_60d,121.749,166.0,-26.66,-44.25,green,3484.06,5052.38,-31.04,-1568.32,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-03-01,custom_60d,127.818,109.318,16.92,18.5,yellow,4197.27,4063.37,3.3,133.9,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-03-02,custom_60d,102.32,80.402,27.26,21.92,red,4163.92,2846.63,46.28,1317.29,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-04-01,custom_60d,110.724,106.66,3.81,4.06,green,4485.48,4255.46,5.41,230.02,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-05-01,custom_60d,64.908,64.196,1.11,0.71,green,2379.74,2375.08,0.2,4.66,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-05-02,custom_60d,53.305,63.416,-15.94,-10.11,green,3038.98,2966.34,2.45,72.64,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-05-03,custom_60d,35.28,35.284,-0.01,-0.0,green,1435.92,1439.42,-0.24,-3.5,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-06-02,custom_60d,79.899,101.302,-21.13,-21.4,green,3034.52,3975.97,-23.68,-941.45,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-06-03,custom_60d,,,,,gray,4576.98,4576.03,0.02,0.95,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-06-04,custom_60d,121.951,105.345,15.76,16.61,yellow,3552.63,3618.07,-1.81,-65.44,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-07-01,custom_60d,96.367,89.266,7.95,7.1,yellow,3570.75,3323.68,7.43,247.07,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-07-02,custom_60d,18.575,15.53,19.61,3.04,yellow,912.81,710.63,28.45,202.18,red,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-07-03,custom_60d,288.414,299.055,-3.56,-10.64,green,9242.67,9588.2,-3.6,-345.53,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-08-01,custom_60d,,,,,gray,4412.17,4308.11,2.42,104.06,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-08-02,custom_60d,42.176,40.93,3.04,1.25,green,1605.86,1496.41,7.31,109.45,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-08-03,custom_60d,98.523,75.177,31.05,23.35,red,2272.5,2274.11,-0.07,-1.61,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-09-01,custom_60d,175.034,186.205,-6.0,-11.17,green,6445.18,6512.66,-1.04,-67.48,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-09-02,custom_60d,83.507,99.095,-15.73,-15.59,green,2917.79,3445.3,-15.31,-527.51,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-09-03,custom_60d,114.608,108.833,5.31,5.78,yellow,3715.31,3645.37,1.92,69.94,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-10-01,custom_60d,,,,,gray,992.15,1062.05,-6.58,-69.9,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-10-02,custom_60d,,,,,gray,1552.72,1491.36,4.11,61.36,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-11-01,custom_60d,,,,,gray,1502.59,1505.06,-0.16,-2.47,green,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
DM-06-06-11-02,custom_60d,2.791,2.229,25.21,0.56,red,60.42,54.77,10.32,5.65,yellow,7.0,60,2026-09-02,2026-09-08,2026-09-10 14:28:41
